timestamp,asset_id,mode,temperature_c,pressure_bar,flow_lpm,level_pct,heater_power_pct,vibration_mm_s,energy_kwh,product_quality_pct,status
2026-01-01T08:07:50,tank01,normal,76.06,2.04,43.67,73.61,66.45,1.7,12.17,94.01,NORMAL
2026-01-01T08:07:55,tank01,normal,76.0,1.94,43.16,69.76,61.54,1.67,11.72,93.74,NORMAL
2026-01-01T08:08:00,tank01,low_quality,83.91,2.02,34.53,68.62,75.11,1.57,13.22,88.83,WARNING
2026-01-01T08:08:05,tank01,normal,76.51,1.92,43.41,70.18,65.68,1.64,12.05,94.08,NORMAL
2026-01-01T08:08:10,tank01,normal,77.09,1.97,42.49,67.81,61.81,1.73,11.8,94.52,NORMAL
2026-01-01T08:08:15,tank01,high_vibration,78.0,1.85,41.43,67.07,62.36,4.77,11.82,83.29,CRITICAL
2026-01-01T08:08:20,tank01,normal,79.49,1.86,42.78,69.54,63.27,1.93,11.92,93.6,NORMAL
2026-01-01T08:08:25,tank01,normal,78.63,1.92,41.59,67.27,65.99,1.64,12.17,94.27,NORMAL
2026-01-01T08:08:30,tank01,normal,79.41,1.89,41.3,69.17,64.59,1.76,12.07,93.47,NORMAL
2026-01-01T08:08:35,tank01,low_quality,88.22,1.82,37.38,67.0,74.36,1.58,13.13,85.53,WARNING
2026-01-01T08:08:40,tank01,normal,80.16,1.81,40.91,65.95,66.13,1.85,12.17,92.42,NORMAL
2026-01-01T08:08:45,tank01,normal,80.18,1.86,41.75,68.67,64.32,1.38,12.04,92.87,NORMAL
2026-01-01T08:08:50,tank01,normal,80.66,1.82,44.0,66.69,64.67,1.56,12.02,92.84,NORMAL
2026-01-01T08:08:55,tank01,normal,80.27,1.97,41.86,67.88,68.97,1.56,12.48,93.37,NORMAL
2026-01-01T08:09:00,tank01,normal,81.05,1.87,42.13,68.21,65.57,1.36,12.17,92.34,NORMAL
2026-01-01T08:09:05,tank01,normal,79.96,1.82,42.23,66.98,70.89,1.78,12.53,92.92,NORMAL
2026-01-01T08:09:10,tank01,normal,81.89,1.88,42.89,65.39,72.51,1.72,12.74,91.95,NORMAL
2026-01-01T08:09:15,tank01,high_vibration,81.57,1.86,44.98,64.23,68.9,4.25,12.4,83.63,CRITICAL
2026-01-01T08:09:20,tank01,normal,83.14,1.74,45.0,66.56,67.41,1.61,12.25,90.83,NORMAL
2026-01-01T08:09:25,tank01,normal,83.13,1.79,45.19,66.72,67.59,1.53,12.3,91.07,NORMAL
2026-01-01T08:09:30,tank01,normal,82.17,1.83,45.58,65.73,73.0,1.33,12.72,91.89,NORMAL
2026-01-01T08:09:35,tank01,normal,81.03,1.87,45.33,63.32,70.63,1.35,12.52,92.98,NORMAL
2026-01-01T08:09:40,tank01,normal,81.2,1.82,46.98,65.47,74.91,1.37,12.82,92.23,NORMAL
2026-01-01T08:09:45,tank01,high_temp,95.57,1.85,46.33,61.11,82.85,1.28,13.91,81.74,CRITICAL
2026-01-01T08:09:50,tank01,normal,79.89,1.91,48.75,60.85,71.95,1.37,12.57,93.18,NORMAL
2026-01-01T08:09:55,tank01,normal,80.46,1.87,47.45,61.71,70.28,1.39,12.45,92.89,NORMAL
2026-01-01T08:10:00,tank01,normal,79.79,1.86,48.95,60.06,75.55,1.23,12.82,92.99,NORMAL
2026-01-01T08:10:05,tank01,normal,79.5,1.86,48.16,61.39,76.94,1.45,12.94,93.4,NORMAL
2026-01-01T08:10:10,tank01,high_vibration,80.63,1.96,47.62,61.55,73.32,4.17,12.75,84.48,CRITICAL
2026-01-01T08:10:15,tank01,normal,78.23,1.87,49.45,61.67,75.23,1.57,12.75,94.08,NORMAL
2026-01-01T08:10:20,tank01,normal,77.32,1.98,47.89,60.11,78.48,1.62,13.07,94.65,NORMAL
2026-01-01T08:10:25,tank01,normal,77.93,2.12,48.13,61.65,75.91,1.63,12.96,94.59,NORMAL
2026-01-01T08:10:30,tank01,normal,77.91,1.92,46.97,59.79,74.71,1.6,12.76,95.04,NORMAL
2026-01-01T08:10:35,tank01,normal,76.31,1.99,46.83,62.59,76.44,1.73,12.9,94.25,NORMAL
2026-01-01T08:10:40,tank01,normal,76.46,2.11,43.9,58.45,74.72,2.02,12.88,93.92,NORMAL
2026-01-01T08:10:45,tank01,normal,75.78,2.13,45.37,58.24,77.67,1.71,13.08,93.61,NORMAL
2026-01-01T08:10:50,tank01,normal,76.07,2.05,45.84,58.45,74.2,1.85,12.76,94.07,NORMAL
2026-01-01T08:10:55,tank01,normal,74.59,2.02,44.05,58.07,72.93,1.46,12.62,93.12,NORMAL
2026-01-01T08:11:00,tank01,normal,74.51,2.15,43.19,59.09,75.87,1.77,12.95,92.18,NORMAL
2026-01-01T08:11:05,tank01,high_temp,88.74,2.13,41.67,59.29,79.13,1.64,13.65,86.44,WARNING
2026-01-01T08:11:10,tank01,low_flow,74.26,2.46,26.92,60.41,73.87,1.55,13.21,86.35,CRITICAL
2026-01-01T08:11:15,tank01,normal,74.58,2.12,44.87,59.79,72.7,1.26,12.65,92.79,NORMAL
2026-01-01T08:11:20,tank01,low_quality,82.3,2.09,34.8,60.24,81.19,1.62,13.7,89.77,WARNING
2026-01-01T08:11:25,tank01,normal,73.5,2.08,43.4,58.06,73.05,1.69,12.65,91.81,NORMAL
2026-01-01T08:11:30,tank01,normal,74.79,2.1,42.78,60.41,74.14,1.7,12.79,92.52,NORMAL
2026-01-01T08:11:35,tank01,high_vibration,73.83,2.2,43.47,63.32,70.33,4.72,12.51,80.63,CRITICAL
2026-01-01T08:11:40,tank01,normal,74.57,2.13,40.72,61.87,70.09,1.15,12.51,91.69,NORMAL
2026-01-01T08:11:45,tank01,normal,74.41,2.12,41.66,61.93,68.05,1.49,12.32,91.87,NORMAL
2026-01-01T08:11:50,tank01,low_quality,83.44,2.16,32.04,63.0,79.34,1.38,13.66,87.89,WARNING
2026-01-01T08:11:55,tank01,high_temp,86.87,2.11,41.71,63.26,76.56,1.47,13.37,87.99,WARNING
2026-01-01T08:12:00,tank01,overpressure,74.22,3.16,41.77,61.42,70.26,1.4,13.12,86.55,CRITICAL
2026-01-01T08:12:05,tank01,normal,76.47,2.18,44.24,63.91,67.33,1.44,12.32,93.76,NORMAL
2026-01-01T08:12:10,tank01,overpressure,75.96,3.15,43.28,63.39,67.02,1.25,12.88,88.28,CRITICAL
2026-01-01T08:12:15,tank01,normal,76.63,2.15,43.54,63.61,68.61,1.33,12.42,93.86,NORMAL
2026-01-01T08:12:20,tank01,normal,76.89,2.14,45.52,64.89,63.05,1.26,11.95,94.36,NORMAL
2026-01-01T08:12:25,tank01,normal,77.77,2.04,45.43,65.57,65.51,1.29,12.12,95.53,NORMAL
2026-01-01T08:12:30,tank01,low_flow,78.75,2.29,27.86,65.89,66.33,1.38,12.63,89.7,CRITICAL
2026-01-01T08:12:35,tank01,normal,78.24,2.02,45.89,65.25,66.24,1.43,12.17,95.5,NORMAL
2026-01-01T08:12:40,tank01,normal,78.91,2.13,45.32,65.59,66.08,1.35,12.25,94.59,NORMAL
2026-01-01T08:12:45,tank01,normal,79.27,2.03,46.0,64.08,62.59,1.18,11.91,94.64,NORMAL
2026-01-01T08:12:50,tank01,high_temp,94.2,2.08,47.04,67.8,70.52,1.46,13.01,82.92,CRITICAL
2026-01-01T08:12:55,tank01,normal,79.36,2.05,46.92,67.59,64.5,1.43,12.07,94.25,NORMAL
2026-01-01T08:13:00,tank01,low_flow,81.1,2.26,32.46,65.28,62.21,1.43,12.28,89.22,WARNING
2026-01-01T08:13:05,tank01,normal,80.94,2.01,46.99,69.24,64.23,1.23,12.07,93.26,NORMAL
2026-01-01T08:13:10,tank01,high_temp,96.48,1.96,47.23,69.42,72.95,1.79,13.2,81.37,CRITICAL
2026-01-01T08:13:15,tank01,normal,82.85,2.02,46.97,69.97,62.3,1.49,11.98,91.78,NORMAL
2026-01-01T08:13:20,tank01,overpressure,83.29,2.93,47.0,67.63,68.49,1.7,13.03,86.9,CRITICAL
2026-01-01T08:13:25,tank01,low_flow,81.89,2.21,32.64,68.03,65.41,1.68,12.53,88.94,WARNING
2026-01-01T08:13:30,tank01,overpressure,81.26,2.9,48.48,70.57,68.4,1.73,12.92,88.21,CRITICAL
2026-01-01T08:13:35,tank01,normal,81.35,1.93,46.44,70.86,66.8,1.51,12.24,92.76,NORMAL
2026-01-01T08:13:40,tank01,normal,82.36,1.9,46.1,68.42,66.73,1.92,12.26,91.97,NORMAL
2026-01-01T08:13:45,tank01,normal,81.19,1.9,46.73,69.18,66.53,1.75,12.2,92.67,NORMAL
2026-01-01T08:13:50,tank01,normal,80.41,1.88,47.15,70.22,68.11,1.67,12.28,93.06,NORMAL
2026-01-01T08:13:55,tank01,normal,81.45,1.89,45.78,71.02,71.39,1.68,12.6,92.68,NORMAL
2026-01-01T08:14:00,tank01,normal,80.14,1.91,43.62,69.99,69.77,1.58,12.48,93.62,NORMAL
2026-01-01T08:14:05,tank01,overpressure,80.85,2.86,46.4,68.86,68.5,1.52,12.92,89.22,CRITICAL
2026-01-01T08:14:10,tank01,high_temp,93.97,1.86,45.12,70.11,79.56,1.37,13.63,83.32,CRITICAL
2026-01-01T08:14:15,tank01,low_flow,80.19,2.09,29.23,69.16,70.0,1.43,12.82,89.97,CRITICAL
2026-01-01T08:14:20,tank01,normal,79.16,1.89,43.14,70.44,71.45,1.49,12.58,94.12,NORMAL
2026-01-01T08:14:25,tank01,normal,79.57,1.83,42.77,67.48,73.23,1.35,12.7,93.39,NORMAL
2026-01-01T08:14:30,tank01,normal,78.82,1.92,42.75,67.76,74.5,1.65,12.83,94.41,NORMAL
2026-01-01T08:14:35,tank01,normal,78.0,1.77,40.44,70.18,71.93,1.3,12.55,93.73,NORMAL
2026-01-01T08:14:40,tank01,normal,78.21,1.81,42.37,69.46,73.18,1.4,12.65,94.24,NORMAL
2026-01-01T08:14:45,tank01,normal,77.87,1.89,41.68,70.06,77.46,1.43,13.04,94.52,NORMAL
2026-01-01T08:14:50,tank01,normal,77.54,1.8,41.2,67.61,73.32,1.35,12.66,93.72,NORMAL
2026-01-01T08:14:55,tank01,low_flow,76.75,2.1,27.52,66.63,74.74,1.46,13.13,90.17,CRITICAL
2026-01-01T08:15:00,tank01,normal,75.98,1.91,42.82,67.27,75.32,1.13,12.81,93.47,NORMAL
2026-01-01T08:15:05,tank01,normal,75.26,1.96,41.33,68.12,76.67,1.43,12.95,92.84,NORMAL
2026-01-01T08:15:10,tank01,normal,74.3,1.95,41.32,65.99,75.64,1.28,12.83,92.03,NORMAL
2026-01-01T08:15:15,tank01,normal,74.33,1.9,42.74,65.1,78.53,1.17,13.01,92.17,NORMAL
2026-01-01T08:15:20,tank01,normal,73.99,1.93,41.97,68.98,75.47,1.23,12.79,91.91,NORMAL
2026-01-01T08:15:25,tank01,normal,74.83,1.95,42.65,67.52,76.68,1.2,12.91,92.77,NORMAL
2026-01-01T08:15:30,tank01,low_flow,73.98,2.15,27.98,65.34,74.36,1.51,13.04,87.97,CRITICAL
2026-01-01T08:15:35,tank01,normal,74.24,2.02,45.74,64.76,75.47,1.56,12.79,92.88,NORMAL
2026-01-01T08:15:40,tank01,normal,74.21,1.99,45.48,62.53,75.33,1.49,12.76,92.98,NORMAL
2026-01-01T08:15:45,tank01,normal,74.11,2.0,45.36,64.87,75.88,1.33,12.81,92.98,NORMAL
2026-01-01T08:15:50,tank01,low_flow,74.63,2.33,30.07,64.92,74.3,1.76,13.13,88.07,CRITICAL
2026-01-01T08:15:55,tank01,normal,74.37,2.0,45.9,63.34,74.28,1.47,12.68,93.04,NORMAL
2026-01-01T08:16:00,tank01,low_flow,73.31,2.4,33.04,63.04,72.83,1.8,12.97,87.47,WARNING
2026-01-01T08:16:05,tank01,normal,76.35,2.06,47.54,62.16,72.53,1.89,12.62,93.83,NORMAL
2026-01-01T08:16:10,tank01,overpressure,74.9,3.08,48.65,60.49,71.36,1.94,13.08,87.35,CRITICAL
2026-01-01T08:16:15,tank01,normal,76.01,2.09,45.84,63.18,71.56,1.86,12.57,93.87,NORMAL
2026-01-01T08:16:20,tank01,normal,76.32,2.12,47.3,61.73,72.07,1.69,12.61,93.58,NORMAL
2026-01-01T08:16:25,tank01,normal,77.89,2.08,47.06,59.72,70.75,1.78,12.54,95.0,NORMAL
2026-01-01T08:16:30,tank01,low_flow,76.84,2.35,32.68,59.9,69.89,1.67,12.82,90.27,WARNING
2026-01-01T08:16:35,tank01,normal,77.98,2.08,47.66,59.45,69.57,1.73,12.44,94.91,NORMAL
2026-01-01T08:16:40,tank01,normal,78.77,2.16,47.88,59.41,70.48,1.83,12.58,93.92,NORMAL
2026-01-01T08:16:45,tank01,normal,79.43,2.15,47.36,61.16,65.5,1.67,12.2,93.58,NORMAL
2026-01-01T08:16:50,tank01,normal,77.94,2.19,49.08,61.99,68.46,1.62,12.39,94.0,NORMAL
2026-01-01T08:16:55,tank01,normal,80.45,2.15,45.8,61.05,63.47,1.19,12.09,93.23,NORMAL
2026-01-01T08:17:00,tank01,normal,81.29,2.16,45.32,61.71,63.97,1.28,12.17,92.66,NORMAL
2026-01-01T08:17:05,tank01,high_temp,94.2,2.16,44.09,59.4,74.49,1.66,13.42,82.82,CRITICAL
2026-01-01T08:17:10,tank01,normal,80.32,2.08,45.29,59.6,65.19,1.23,12.19,93.8,NORMAL
2026-01-01T08:17:15,tank01,normal,81.56,2.15,46.7,60.73,60.11,1.32,11.84,92.16,NORMAL
2026-01-01T08:17:20,tank01,normal,81.32,2.22,44.49,61.1,64.92,1.04,12.3,92.3,NORMAL
2026-01-01T08:17:25,tank01,normal,82.14,2.16,44.86,58.86,65.33,1.23,12.31,92.06,NORMAL
2026-01-01T08:17:30,tank01,low_quality,88.85,2.12,36.25,59.57,74.8,1.08,13.38,85.09,WARNING
2026-01-01T08:17:35,tank01,normal,80.73,2.05,42.14,60.07,65.93,1.41,12.29,92.98,NORMAL
2026-01-01T08:17:40,tank01,normal,81.31,2.06,42.26,59.51,66.96,1.38,12.4,92.51,NORMAL
2026-01-01T08:17:45,tank01,normal,82.64,2.08,44.48,60.38,66.04,1.41,12.35,91.98,NORMAL
2026-01-01T08:17:50,tank01,normal,82.32,2.0,42.61,60.79,62.28,1.17,12.01,92.16,NORMAL
2026-01-01T08:17:55,tank01,normal,83.09,2.09,41.43,62.12,62.7,1.28,12.14,90.83,NORMAL
2026-01-01T08:18:00,tank01,normal,82.38,2.03,42.1,59.97,63.4,1.36,12.13,91.85,NORMAL
2026-01-01T08:18:05,tank01,normal,81.42,2.05,41.97,60.44,63.8,1.55,12.15,92.41,NORMAL
2026-01-01T08:18:10,tank01,normal,81.08,2.07,42.94,62.16,67.21,1.38,12.41,92.84,NORMAL
2026-01-01T08:18:15,tank01,normal,81.33,1.95,43.21,61.76,68.12,1.62,12.41,92.83,NORMAL
2026-01-01T08:18:20,tank01,overpressure,80.11,3.03,43.75,63.5,69.0,1.36,13.08,88.98,CRITICAL
2026-01-01T08:18:25,tank01,high_temp,95.03,1.94,43.36,61.91,76.03,1.65,13.45,82.51,CRITICAL
2026-01-01T08:18:30,tank01,normal,79.6,1.94,42.66,63.3,68.54,1.44,12.4,93.93,NORMAL
2026-01-01T08:18:35,tank01,normal,79.67,1.96,45.36,64.09,66.02,1.6,12.17,94.47,NORMAL
2026-01-01T08:18:40,tank01,low_flow,80.51,2.24,28.79,63.48,68.62,1.55,12.82,88.88,CRITICAL
2026-01-01T08:18:45,tank01,overpressure,78.31,2.84,45.87,67.76,66.86,1.82,12.72,91.33,CRITICAL
2026-01-01T08:18:50,tank01,normal,77.93,1.92,45.81,66.25,70.19,1.56,12.42,95.36,NORMAL
2026-01-01T08:18:55,tank01,high_vibration,78.33,1.83,45.88,67.45,70.46,4.68,12.4,83.99,CRITICAL
2026-01-01T08:19:00,tank01,normal,75.7,1.87,47.4,68.65,73.09,1.88,12.53,93.02,NORMAL
2026-01-01T08:19:05,tank01,high_temp,88.95,1.81,45.23,65.69,80.91,1.69,13.55,86.8,WARNING
2026-01-01T08:19:10,tank01,normal,74.71,1.83,47.25,65.71,71.92,1.52,12.39,92.13,NORMAL
2026-01-01T08:19:15,tank01,normal,74.85,1.98,45.85,67.56,73.11,1.52,12.59,93.33,NORMAL
2026-01-01T08:19:20,tank01,normal,75.79,1.87,47.11,67.77,73.1,1.52,12.54,93.19,NORMAL
2026-01-01T08:19:25,tank01,high_temp,88.53,1.75,48.36,67.93,81.25,1.7,13.48,86.03,WARNING
2026-01-01T08:19:30,tank01,normal,73.82,1.86,47.99,68.89,74.61,1.67,12.58,91.41,NORMAL
2026-01-01T08:19:35,tank01,normal,74.25,1.95,48.42,69.55,74.17,1.42,12.61,92.08,NORMAL
